IATA_1,IATA_2,Distance
SVO,DME,69935
SVO,BKA,56537
SVO,ZIA,65574
SVO,CKL,41702
SVO,OSF,51638
VKO,SVO,43493
VKO,DME,45459
VKO,BKA,50295
VKO,ZIA,56080
VKO,CKL,59452
VKO,OSF,17843
PAB,RPR,97850
BHJ,JGA,98043
BHJ,IXY,48131
IXG,GOI,99771
IXG,KLH,96300
IXG,HBX,74638
BHU,STV,91499
NMB,STV,76396
GOI,IXG,99771
JGA,BHJ,98043
JGA,IXY,72606
JGA,PBD,98040
JGA,RAJ,80831
IXY,BHJ,48131
IXY,JGA,72606
HJR,TNI,98859
KLH,IXG,96300
IXK,PBD,73466
IXK,DIU,95356
ISK,SAG,68377
PBD,JGA,98040
PBD,IXK,73466
RAJ,JGA,80831
RPR,PAB,97850
STV,BHU,91499
STV,NMB,76396
CMB,RML,39939
ACJ,TRR,87121
ACJ,GIU,50703
ACJ,HIM,67116
BTC,ADP,41379
BTC,HIM,85911
RML,CMB,39939
ADP,BTC,41379
TRR,ACJ,87121
TRR,GIU,81794
TRR,HIM,58714
KZC,PNH,84572
PNH,KZC,84572
REP,BBM,72825
IXV,DIB,79821
IXV,IXT,53780
IXA,IXH,90940
IXA,DAC,85917
AJL,IXH,81147
IXB,TPJ,97483
IXB,BDP,27659
CCU,JSR,93967
COH,SPD,84631
DBD,RDP,86593
GAY,PAT,95289
IMF,IXS,94288
JRH,IXI,63258
IXH,IXA,90940
IXH,AJL,81147
IXH,ZYL,74285
IXS,IMF,94288
IXI,JRH,63258
IXI,DIB,93252
IXI,ZER,42087
DIB,IXV,79821
DIB,IXI,93252
DIB,IXT,72012
MZU,PAT,62955
MZU,JKR,89398
PAT,GAY,95289
PAT,MZU,62955
ZER,IXI,42087
CXB,CGP,90120
CGP,CXB,90120
IRD,RJH,54163
JSR,CCU,93967
RJH,IRD,54163
SPD,COH,84631
ZYL,IXH,74285
ZYL,SHL,83186
DAC,IXA,85917
HKG,MFM,37713
HKG,SZX,38304
HKG,HHP,24522
HKG,ZUH,64977
AGR,GWL,99613
ATQ,LHE,42789
ATQ,IXP,98245
ATQ,AIP,96220
KUU,DHM,90015
KUU,SLV,88867
BEK,PGH,68086
IXC,LUH,82462
IXC,SLV,52716
KNU,LKO,62039
GWL,AGR,99613
IXJ,IXP,90418
IXJ,SKT,47577
LUH,IXC,82462
LUH,AIP,67057
LKO,KNU,62039
IXP,ATQ,98245
IXP,IXJ,90418
IXP,DHM,59735
IXP,AIP,89808
PGH,BEK,68086
SXR,RAZ,91456
TNI,HJR,98859
LPQ,ODY,89152
LPQ,ZBY,86834
PKZ,UBP,98763
PKZ,VNA,93256
ZVK,SNO,98562
ZVK,KOP,92922
NEU,SQH,88970
VTE,UTH,71126
MFM,HKG,37713
MFM,SZX,58989
MFM,HHP,59785
MFM,ZUH,27397
BWA,PKR,95344
BWA,MEY,80589
BWA,GOP,85333
BWA,BGL,82471
JKR,MZU,89398
JKR,LDN,95768
JKR,RUM,90896
JKR,RHP,77511
JKR,RJB,83742
KTM,SIF,70548
KTM,BHR,91666
KTM,RHP,77069
PKR,BWA,95344
PKR,JMO,69314
PKR,NGX,50145
PKR,BHR,72952
PKR,MEY,73528
PKR,BGL,31009
SIF,KTM,70548
SIF,BHR,79335
SIF,MEY,87643
BIR,BHP,77094
BIR,TMI,93050
BIR,BDP,81840
BIR,RJB,52908
BEP,VDY,26664
CCJ,CNN,97753
BPM,HYD,25012
MAA,TIR,98560
TJV,TRZ,43128
TIR,MAA,98560
TRZ,TJV,43128
DMK,KDT,77431
DMK,BKK,29886
KDT,DMK,77431
LPT,PRH,71564
LPT,CNX,79471
PRH,LPT,71564
PRH,NNT,99577
PHS,THS,70517
PHS,PHY,98375
NAW,PAN,71520
NAW,KBR,72441
KBV,HKT,73778
KBV,TST,95672
SGZ,PAN,75055
SGZ,HDY,36873
PAN,NAW,71520
PAN,SGZ,75055
PAN,HDY,85701
HKT,KBV,73778
UNN,URT,93832
UNN,KAW,30689
HDY,SGZ,36873
HDY,PAN,85701
HDY,AOR,82772
HDY,LGK,99542
TST,KBV,95672
UTH,VTE,71126
SNO,ZVK,98562
SNO,KOP,59525
PXR,BFV,48067
DAD,HUI,66297
DAD,VCL,89648
NHA,TBB,92806
NHA,CXR,25694
NHA,PHA,71103
HUI,DAD,66297
PQC,KOS,60021
VBA,KYP,64116
NYU,PKK,31349
HEH,NMS,99505
KET,MOG,95850
KET,THL,96215
KYP,VBA,64116
LSH,NMT,39591
MDL,PKK,95661
MOE,NMT,75550
MOG,KET,95850
MOG,THL,70853
MOG,CEI,90694
NMS,HEH,99505
PAA,MAQ,95245
PAA,MNU,50004
THL,KET,96215
THL,MOG,70853
THL,CEI,59420
THL,HOE,58101
TIM,KOX,54094
TIM,UGU,89264
DJJ,VAI,88435
DJJ,WAR,90499
WMX,BUI,56273
TTE,KAZ,69552
BXB,NTI,48519
BTU,BLG,98386
LMN,LBU,60930
LMN,BWN,17652
LMN,MZV,87606
LMN,ODN,93758
LMN,LWY,44381
MUR,MYY,41170
MUR,MZV,54816
MUR,ODN,83464
MYY,MUR,41170
MYY,MZV,95790
SBW,MKM,72551
LDU,TWU,82198
LDU,TMG,55384
LBU,LMN,60930
LBU,BWN,53379
LBU,LWY,53228
TWU,LDU,82198
TWU,NNX,55277
BWN,LMN,17652
BWN,LBU,53379
BWN,LWY,54279
CGK,PCB,26443
CGK,HLP,30379
AEG,FLZ,62717
MES,KNO,25527
FLZ,AEG,62717
FLZ,DTB,79179
NPO,SQG,55187
RGT,BUU,89098
LSX,LSW,38458
BTJ,SBG,40116
AOR,HDY,82772
AOR,BWH,80571
AOR,LGK,75686
BWH,AOR,80571
BWH,PEN,22641
KBR,NAW,72441
KBR,RDN,90816
KUA,KTE,88193
KTE,KUA,88193
IPH,PKG,69812
JHB,QPG,41122
JHB,TGA,28612
JHB,XSP,33305
JHB,SIN,48479
JHB,BTH,76493
JHB,TJB,72408
KUL,MKZ,80715
KUL,SZB,46445
LGK,HDY,99542
LGK,AOR,75686
MKZ,KUL,80715
TGG,RDN,43903
PEN,BWH,22641
UAI,DIL,88263
DIL,UAI,88263
DIL,BCH,96542
BCH,DIL,96542
QPG,JHB,41122
QPG,TGA,22568
QPG,XSP,7839
QPG,SIN,9417
QPG,BTH,35372
QPG,TNJ,84657
QPG,TJB,66955
TGA,JHB,28612
TGA,QPG,22568
TGA,XSP,18000
TGA,SIN,31985
TGA,BTH,54410
TGA,TJB,51216
XSP,JHB,33305
XSP,QPG,7839
XSP,TGA,18000
XSP,SIN,15870
XSP,BTH,43192
XSP,TNJ,92134
XSP,TJB,66615
SIN,JHB,48479
SIN,QPG,9417
SIN,TGA,31985
SIN,XSP,15870
SIN,BTH,29057
SIN,TNJ,76486
SIN,TJB,74628
ACF,BNE,23347
ACF,OOL,82256
ACF,CUD,86232
ABM,BDD,94465
ABM,HID,44577
ABM,KUG,84990
ABM,SYU,91847
BNE,ACF,23347
BNE,OOL,94887
BNE,MCY,86968
BNE,CUD,65055
OOL,ACF,82256
OOL,BNE,94887
OOL,BNK,74737
OOL,LSY,77907
CNS,IFL,79808
CNS,MRG,41189
MCY,BNE,86968
MCY,CUD,21915
MKY,PPP,99717
MKY,HTI,93627
MKY,BMP,42063
PPP,MKY,99717
PPP,HTI,44423
PPP,WSY,32287
PPP,JHQ,32232
PPP,BMP,82291
PPP,ZBO,63677
ROK,GLT,93640
ROK,GKL,52622
TSV,PMK,58639
WEI,AUU,78391
AVV,MEB,51460
AVV,MBW,55972
AVV,MEL,52359
AVV,GEX,23847
ABX,CWW,54712
ABX,CYG,84597
ABX,WGT,70119
MEB,AVV,51460
MEB,MBW,32702
MEB,MEL,8013
MEB,GEX,74516
LST,DPO,77715
MBW,AVV,55972
MBW,MEB,32702
MBW,MEL,40652
MBW,GEX,72854
MEL,AVV,52359
MEL,MEB,8013
MEL,MBW,40652
MEL,GEX,76000
JAD,PER,19291
JAD,RTS,33724
KNX,GYL,99470
KNX,WYN,66489
PER,JAD,19291
PER,RTS,40994
UMR,OLP,73606
BWU,CDU,30635
BWU,XRH,40820
BWU,SYD,17622
BWU,WOL,73205
CBR,GUL,73465
CBR,TUM,86829
CFS,GFN,63020
CFS,KPS,90212
CDU,BWU,30635
CDU,XRH,49713
CDU,SYD,46425
CDU,WOL,58729
DBO,QRM,32963
DBO,QRR,90610
XRH,BWU,40820
XRH,CDU,49713
XRH,SYD,53122
SYD,BWU,17622
SYD,CDU,46425
SYD,XRH,53122
SYD,WOL,77211
TMW,ARM,96168
TMW,GUH,58476
WGA,TEM,82917
WGA,CMD,79153
WGA,TUM,71315
PEK,NAY,37123
PEK,PKX,65192
TSN,PKX,91253
TYN,WUT,99280
CAN,SZX,98894
CAN,FUO,41626
SZX,HKG,38304
SZX,MFM,58989
SZX,CAN,98894
SZX,HHP,52432
SZX,ZUH,83488
SZX,FUO,90665
SZX,HUZ,92961
XIY,SIA,34694
JHG,SYM,93487
XMN,KNH,26734
XMN,JJN,54531
KHN,JIU,68796
FOC,LZN,38680
FOC,MFK,46812
NGB,HSN,87690
NKG,CZX,88955
NKG,WHU,58106
SHA,PVG,45082
SHA,WUX,92330
SHA,SZV,89296
YNT,WEH,79565
KWE,AVA,97536
PVG,SHA,45082
SZB,KUL,46445
NTQ,TOY,74540
HBE,ALY,38184
ITO,MUE,72003
ITO,BSF,53192
ITO,WKL,87948
ORL,COF,78778
ORL,MLB,83478
ORL,MCO,13134
ORL,DAB,75532
ORL,SFB,27466
ORL,ISM,30237
ORL,BOW,80275
ORL,LAL,91426
ORL,GIF,67704
ORL,ZPH,87999
ORL,TIX,52308
ORL,LEE,55803
BTT,AET,62726
BTT,PPC,40272
UTO,AET,78874
UTO,HUS,25859
FYU,CIK,67233
FYU,VEE,69032
FYU,WBQ,98658
FYU,IRC,97902
FRN,MRI,11804
FRN,PAQ,47315
FRN,EDF,8420
FRN,ANC,21043
FRN,WWA,34515
TLJ,MCG,19895
TLJ,NIB,83099
CZF,VAK,35315
CZF,HPB,29108
CZF,SCM,25650
BED,BOS,26123
BED,PVD,82801
BED,SFZ,63375
BED,MHT,52876
BED,CON,83401
BED,EWB,92539
BED,PSM,77636
BED,ORH,53269
BED,PVC,98476
BED,PYM,77685
BED,NCO,97703
BED,OWD,32548
BED,ASH,39319
BED,LWM,30683
BED,BVY,33098
BED,EEN,93428
SNP,STG,73833
EHM,PTU,42976
STG,SNP,73833
ILI,BMX,47970
ILI,IGG,73641
ILI,NNL,25456
ILI,PTA,59508
PTU,EHM,42976
PTU,TOG,81639
PTU,KWN,82801
BMX,ILI,47970
BMX,IGG,36732
BMX,NNL,72839
OSC,APN,70968
OSC,ECA,15613
OAR,SJC,77215
OAR,NUQ,85616
OAR,MRY,12804
OAR,PAO,92233
OAR,RHV,72646
OAR,WVI,28363
OAR,HLI,39225
OAR,SNS,14090
MHR,SUU,63729
MHR,BAB,65921
MHR,SAC,17595
MHR,MCC,15507
MHR,SCK,73625
MHR,SMF,29958
MHR,APC,93787
MHR,MYV,64979
MHR,CCR,91349
BYS,DAG,49618
FSM,FYV,76526
MRI,FRN,11804
MRI,PAQ,58486
MRI,EDF,4621
MRI,ANC,9243
MRI,WWA,43041
GNT,GUP,89176
PNC,END,85135
PNC,SWO,63553
PNC,CUH,91859
PNC,WLD,48916
SVN,SAV,14131
SVN,LIY,41589
SVN,BFT,65755
SVN,BQK,88979
SVN,HHH,48532
SVN,SSI,98332
SVN,TBR,76597
GFK,RDR,16833
GFK,TVF,74942
PBF,LRF,85095
PBF,LIT,67359
NSE,CEW,48199
NSE,NPA,50195
NSE,PNS,32071
NSE,VPS,54615
NSE,DSI,63915
NSE,GUF,78842
NSE,EGI,48470
HNM,OGG,44769
HNM,UPP,61177
HNM,MUE,95507
HNM,JHM,71027
HNM,LNY,97520
HNM,WKL,98721
PRC,FLG,87060
PRC,SDX,61711
TTN,EWR,71574
TTN,ACY,93390
TTN,TEB,90145
TTN,WRI,34656
TTN,LGA,97172
TTN,PNE,27409
TTN,PHL,57942
TTN,JFK,96503
TTN,NXX,29702
TTN,NEL,47615
TTN,ILG,94906
TTN,JRB,82897
TTN,ABE,67594
TTN,RDG,98394
TTN,MMU,67252
TTN,JRA,86523
TTN,CDW,80392
TTN,BBX,41402
TTN,LLY,37259
TTN,LDJ,61328
TTN,CTH,95477
TTN,DYL,26954
TTN,UKT,51344
BOS,BED,26123
BOS,PVD,78249
BOS,FMH,88182
BOS,SFZ,63623
BOS,MHT,72419
BOS,HYA,97871
BOS,EWB,76714
BOS,PSM,80818
BOS,ORH,72464
BOS,PVC,72353
BOS,PYM,55583
BOS,NCO,91802
BOS,OWD,23772
BOS,ASH,62483
BOS,LWM,40463
BOS,BVY,25540
SUU,MHR,63729
SUU,OAK,65556
SUU,SFO,81740
SUU,SAC,46982
SUU,MCC,64292
SUU,NUQ,94851
SUU,SCK,72992
SUU,SMF,56369
SUU,STS,82028
SUU,LVK,64066
SUU,APC,31438
SUU,SQL,88264
SUU,MYV,98003
SUU,CCR,32452
SUU,NOT,56598
SUU,PAO,90750
SUU,HWD,69327
SUU,NGZ,63004
SUU,HAF,97470
RME,SYR,58390
RME,ART,97859
BFM,BIX,85577
BFM,NPA,78103
BFM,PNS,86214
BFM,MOB,18200
BFM,GPT,99149
BFM,GUF,53363
OAK,SUU,65556
OAK,SFO,17715
OAK,SJC,47526
OAK,NUQ,37210
OAK,SCK,88572
OAK,LVK,35452
OAK,APC,55011
OAK,SQL,23450
OAK,CCR,33174
OAK,NOT,55454
OAK,PAO,30437
OAK,HWD,11128
OAK,NGZ,11513
OAK,HAF,33840
OAK,RHV,55937
OAK,WVI,95412
OMA,LNK,88340
OMA,OFF,20640
OMA,CBF,12195
OMA,FET,54764
OGG,HNM,44769
OGG,UPP,92187
OGG,MKK,74769
OGG,JHM,26261
OGG,LNY,55644
OGG,LUP,66358
ICT,IAB,14867
ICT,HUT,59600
ICT,BEC,19848
ICT,EWK,47542
ICT,WLD,63981
MCI,FLV,18997
MCI,FOE,90642
MCI,MKC,22046
MCI,STJ,55410
MCI,JCI,54144
MCI,TOP,82437
MCI,LWC,53847
MCI,OJC,50136
MSN,JVL,62676
MSN,LNR,68989
MSN,FLD,98216
DLG,WKK,27256
DLG,KNW,80764
DLG,KMO,31815
DLG,WSN,94147
DLG,CLP,23529
HRO,FYV,95648
HRO,BKG,30400
HRO,WMH,62525
HRO,FLP,50756
PHX,LUF,36224
PHX,AZA,36053
PHX,GYR,33843
PHX,SCF,22992
PHX,CGZ,58042
PHX,BXK,62637
PHX,DVT,29032
PHX,MSC,26544
BGR,AUG,94049
BGR,BHB,54308
BGR,RKD,85935
FXE,HWO,22924
FXE,FLL,13998
FXE,MIA,46557
FXE,LNA,44869
FXE,TNT,81688
FXE,PBI,54606
FXE,OPF,34064
FXE,HST,81725
FXE,BCT,21129
FXE,TMB,66551
FXE,PHK,83619
FXE,OCA,97619
FXE,PPM,8134
GGG,SHV,83543
GGG,BAD,99399
GGG,TYR,65045
GGG,DTN,92429
AND,GSP,63317
AND,AHN,83178
AND,TOC,54891
AND,CEU,25554
AND,GDC,42334
AND,GMU,51278
AND,SPA,83335
GEG,SKA,9170
GEG,SFF,17303
GEG,COE,56188
HWO,FXE,22924
HWO,FLL,11859
HWO,MIA,23688
HWO,LNA,67684
HWO,TNT,67511
HWO,PBI,77288
HWO,OPF,11144
HWO,HST,58834
HWO,BCT,44052
HWO,TMB,43787
HWO,PHK,98238
HWO,OCA,75308
HWO,PPM,30284
SFO,SUU,81740
SFO,OAK,17715
SFO,SJC,48647
SFO,NUQ,36588
SFO,LVK,49609
SFO,APC,66659
SFO,SQL,16242
SFO,CCR,49852
SFO,NOT,60525
SFO,PAO,28908
SFO,HWD,22747
SFO,NGZ,19524
SFO,HAF,16180
SFO,RHV,58541
SFO,WVI,92037
ARA,LFT,21151
ARA,BTR,89575
GNV,NIP,83312
GNV,UST,94862
GNV,LCQ,62167
GNV,VQQ,70105
GNV,OCF,57792
GNV,CTY,80806
MEM,NQA,36302
MEM,OLV,18701
MEM,UTM,52543
MEM,UOX,83590
DUG,FHU,71465
DUG,DGL,16873
CNW,HLR,82404
CNW,ACT,15116
CNW,GRK,95830
CNW,TPL,62642
ANN,KTN,36013
ANN,MTM,9870
ANN,HYG,82001
CAR,HUL,85089
CAR,PQI,20419
CAR,WFK,51222
CAR,YSL,34742
LRF,PBF,85095
LRF,LIT,21958
LRF,HOT,99455
HUA,HSV,9472
HUA,MSL,85005
HUA,UOS,92667
HUA,GAD,95804
HUA,DCU,24035
POB,RDU,81314
POB,GSB,97621
POB,FAY,23444
POB,FBG,8312
POB,LBT,62584
POB,SOP,35054
POB,HCW,99981
DLF,ACN,31288
DLF,PDS,84862
DLF,DRT,14548
LAX,HHR,7090
LAX,NTD,68691
LAX,LGB,27436
LAX,BUR,29095
LAX,ONT,75541
LAX,PMD,82033
LAX,RAL,88934
LAX,SNA,58110
LAX,VNY,30701
LAX,NZJ,69285
LAX,FUL,40313
LAX,OXR,79088
LAX,AVX,59850
LAX,TOA,16712
LAX,SMO,9074
LAX,WHP,35269
LAX,POC,60098
LAX,EMT,37948
LAX,CCB,69041
LAX,CNO,71278
LAX,WJF,90581
ANB,BHM,83093
ANB,GAD,47828
ANB,LGC,97468
ANB,ASN,17997
ANB,ALX,75607
CLE,AKC,52564
CLE,SKY,67030
CLE,YNG,99284
CLE,CAK,64889
CLE,CGF,34784
CLE,MFD,86285
CLE,BKL,18211
CLE,LNN,48868
DOV,ACY,84836
DOV,SBY,87915
DOV,MIV,43084
DOV,WWD,50047
DOV,PHL,84871
DOV,APG,71206
DOV,ILG,62319
DOV,GED,49884
DOV,ESN,63523
DOV,ANP,97557
DOV,MTN,84599
CVG,LUK,22374
CVG,MGY,71211
CVG,ILN,86495
CVG,FFT,98613
CVG,HAO,37253
FME,DCA,35421
FME,NHK,93975
FME,ADW,31956
FME,IAD,62243
FME,APG,66235
FME,BWI,12738
FME,ESN,67474
FME,GAI,36305
FME,ANP,22903
FME,MTN,40053
FME,MNZ,77013
FME,DAA,55083
HON,MHE,69626
JNU,GST,66451
JNU,AGN,94779
JNU,FNR,21911
JNU,HNH,56755
LFT,ARA,21151
LFT,BTR,88376
EWR,TTN,71574
EWR,HPN,56957
EWR,TEB,19762
EWR,WRI,83460
EWR,SWF,90506
EWR,LGA,26697
EWR,PNE,98568
EWR,JFK,33433
EWR,NXX,99466
EWR,NEL,75034
EWR,ISP,90839
EWR,JRB,13513
EWR,MMU,23932
EWR,JRA,15281
EWR,CDW,22447
EWR,FRG,63861
EWR,MGJ,91358
EWR,DXR,95059
EWR,LDJ,10534
EWR,DYL,90082
BOI,MUO,64573
BOI,ONO,81350
INS,LSV,69309
INS,LAS,73276
INS,VGT,59988
INS,HSH,83769
INS,DRA,32371
GCK,DDC,69125
MOT,MIB,18321
HHI,HDH,19457
HHI,HNL,21742
HHI,NGF,28416
HHI,JRF,19849
MXF,SEM,58647
MXF,MGM,9538
MXF,AUO,91222
MXF,TOI,67045
MXF,ALX,70214
DAL,DFW,18267
DAL,FTW,47856
DAL,GVT,77462
DAL,FWH,55851
DAL,ADS,13602
DAL,RBD,18565
DAL,AFW,46358
FCS,PUB,48901
FCS,COS,14993
FCS,APA,99581
HLN,BTM,82654
NKX,TIJ,39876
NKX,NZY,20004
NKX,SAN,15637
NKX,CLD,31633
NKX,OCN,43545
NKX,SDM,36325
NKX,SEE,16668
NKX,RBK,78582
LUF,PHX,36224
LUF,AZA,72214
LUF,GYR,12540
LUF,SCF,44855
LUF,CGZ,86366
LUF,BXK,30891
LUF,DVT,32631
LUF,MSC,61363
HHR,LAX,7090
HHR,NTD,75779
HHR,LGB,20566
HHR,BUR,31015
HHR,ONT,69352
HHR,PMD,81951
HHR,RAL,82260
HHR,RIV,99526
HHR,SNA,51214
HHR,VNY,35001
HHR,NZJ,62257
HHR,FUL,33285
HHR,OXR,86166
HHR,AVX,58139
HHR,TOA,13300
HHR,SMO,14895
HHR,WHP,38143
HHR,POC,54381
HHR,EMT,33120
HHR,CCB,63289
HHR,CNO,64714
HHR,WJF,91715
HUL,CAR,85089
HUL,PQI,65914
END,PNC,85135
END,SWO,77170
END,PWA,92843
NTD,LAX,68691
NTD,HHR,75779
NTD,LGB,95591
NTD,BUR,70759
NTD,SBA,74391
NTD,VNY,58968
NTD,OXR,11961
NTD,TOA,80276
NTD,SMO,62869
NTD,WHP,67005
EDW,VCV,57224
EDW,BUR,89724
EDW,ONT,98056
EDW,PMD,35802
EDW,VNY,95301
EDW,MHV,29856
EDW,IYK,84011
EDW,WHP,86738
EDW,POC,91074
EDW,EMT,92250
EDW,CCB,90176
EDW,WJF,35661
LCH,BPT,79283
LCH,DRI,79339
LCH,BMT,95786
KOA,UPP,61744
KOA,MUE,49161
KOA,BSF,51561
KOA,WKL,28002
MYR,FLO,92567
MYR,CRE,23956
MYR,GGE,54751
NLC,FAT,53591
NLC,VIS,50160
NLC,MAE,74367
NLC,PRB,95365
ACK,FMH,59297
ACK,MVY,48874
ACK,HYA,49840
ACK,EWB,88388
ACK,PVC,92129
ACK,PYM,91818
FAF,RIC,75380
FAF,ORF,44878
FAF,PHF,10278
FAF,NGU,35733
FAF,LFI,22725
FAF,NTU,61825
FAF,PTB,79926
HOP,BNA,95083
HOP,CKV,8923
DCA,FME,35421
DCA,NHK,83300
DCA,ADW,15500
DCA,IAD,37655
DCA,BWI,48126
DCA,ESN,84175
DCA,GAI,36907
DCA,ANP,41896
DCA,MTN,75401
DCA,MNZ,43931
DCA,DAA,19687
NHK,FME,93975
NHK,DCA,83300
NHK,ADW,70594
NHK,SBY,78974
NHK,WAL,91313
NHK,ESN,64949
NHK,ANP,74384
NHK,DAA,82287
PSX,VCT,66593
PSX,LJN,87799
PSX,BBC,46649
BYH,JBR,65036
BYH,NQA,67965
BYH,POF,96374
ACY,TTN,93390
ACY,DOV,84836
ACY,WRI,62129
ACY,MIV,43730
ACY,WWD,57571
ACY,PNE,78771
ACY,PHL,73236
ACY,NXX,95963
ACY,NEL,66890
ACY,ILG,91691
ACY,BBX,95863
ACY,LLY,58714
TIK,OKC,19575
TIK,SWO,87429
TIK,CUH,81405
TIK,PWA,27105
TIK,ADT,94128
ECG,ORF,70616
ECG,NGU,76057
ECG,LFI,93031
ECG,NTU,63614
ECG,FFA,52682
ECG,MEO,57476
PUB,FCS,48901
PUB,COS,60198
PQI,CAR,20419
PQI,HUL,65914
PQI,WFK,69451
PQI,YSL,54545
GRF,SEA,46009
GRF,TCM,10281
GRF,BFI,54423
GRF,PAE,94779
GRF,PWT,47815
GRF,OLM,27322
GRF,TIW,21007
GRF,RNT,53689
GRF,CLS,54225
GRF,SHN,46234
ADQ,KLN,91591
UPP,HNM,61177
UPP,OGG,92187
UPP,KOA,61744
UPP,MUE,35586
UPP,BSF,64709
UPP,WKL,38383
FLL,BIM,98134
FLL,FXE,13998
FLL,HWO,11859
FLL,MIA,34029
FLL,LNA,58322
FLL,TNT,78099
FLL,PBI,68210
FLL,OPF,22316
FLL,HST,69008
FLL,BCT,34348
FLL,TMB,54976
FLL,PHK,95886
FLL,OCA,84075
FLL,PPM,19865
INL,BDE,90740
INL,YAG,10160
SLC,HIF,37365
SLC,BMC,85339
SLC,PVU,66938
SLC,EVW,95928
SLC,OGD,45453
CDS,LTS,97173
BIX,BFM,85577
BIX,MOB,72434
BIX,GPT,13992
LSF,CSG,20526
LSF,LGC,75149
LSF,PIM,56961
LSF,EUF,44884
LSF,AUO,51814
NQI,ALI,33700
NQI,CRP,42238
NQI,RKP,99193
FRI,FOE,95943
FRI,MHK,12512
FRI,SLN,82316
FRI,EMP,94670
FRI,TOP,98721
MDT,APG,95596
MDT,MUI,31507
MDT,LNS,40553
MDT,RDG,70840
MDT,HGR,98585
MDT,HAR,7938
MDT,CTH,80113
LNK,OMA,88340
LNK,OFF,77122
LNK,CBF,95350
LNK,FET,69529
LAN,GRR,77205
LAN,AZO,99658
LAN,FNT,71909
LAN,MBS,93537
LAN,JXN,58711
LAN,PTK,96291
LAN,ARB,92735
LAN,AMN,61042
LAN,BTL,75633
MUE,ITO,72003
MUE,HNM,95507
MUE,KOA,49161
MUE,UPP,35586
MUE,BSF,29383
MUE,WKL,22078
MSS,YND,86154
MSS,YOW,77697
MSS,OGS,56531
MSS,SLK,79489
MSS,YCC,28266
MSS,YRO,85744
MSS,YSH,86288
HKY,CLT,71278
HKY,USA,73096
HKY,RKH,89118
HKY,MRN,21888
HKY,SVH,39444
HKY,IKB,59695
SPG,PIE,17212
SPG,TPA,25175
SPG,MCF,14013
SPG,SRQ,41774
SPG,BOW,85368
SPG,VNC,79374
SPG,LAL,64844
SPG,GIF,92115
SPG,ZPH,69295
SPG,CLW,26885
SPG,TPF,24220
FMY,RSW,12137
FMY,APF,49103
FMY,PGD,39230
FMY,VNC,78741
FMY,MRK,68554
FMY,IMM,49116
IAH,HOU,38217
IAH,EFD,45534
IAH,GLS,92598
IAH,CXO,41500
IAH,DWH,22123
IAH,SGR,50510
IAH,IWS,36930
IAH,AAP,37659
IAH,LJN,98192
IAH,HTV,88103
ADW,FME,31956
ADW,DCA,15500
ADW,NHK,70594
ADW,IAD,53153
ADW,APG,94642
ADW,BWI,44078
ADW,ESN,69227
ADW,GAI,47467
ADW,ANP,29764
ADW,MTN,69423
ADW,MNZ,57153
ADW,DAA,29268
INT,GSO,25912
INT,USA,93971
INT,SVH,77667
INT,IKB,79362
INT,DAN,93266
VCV,EDW,57224
VCV,BUR,99938
VCV,ONT,63524
VCV,PMD,64412
VCV,RAL,72094
VCV,RIV,80606
VCV,FUL,97679
VCV,MHV,87072
VCV,SBD,57525
VCV,POC,67204
VCV,EMT,82657
VCV,CCB,60921
VCV,CNO,73160
VCV,WJF,78191
VCV,BNG,89620
VCV,DAG,61537
CEW,NSE,48199
CEW,NPA,89880
CEW,PNS,72163
CEW,VPS,32907
CEW,DSI,42435
CEW,ECP,83994
CEW,ETS,82971
CEW,EGI,14294
CEW,OZR,94925
PHN,YQG,78904
PHN,YZR,20448
PHN,DET,68343
PHN,MTC,41602
PHN,FNT,99177
PHN,PTK,77765
PHN,YCE,92848
BFL,MHV,92219
ELP,CJS,19649
ELP,BIF,4713
ELP,WSD,59525
ELP,LRU,74269
HRL,MAM,52660
HRL,REX,62372
HRL,BRO,42480
HRL,MFE,58644
CAE,SSC,60036
CAE,AIK,61439
CAE,CDN,63922
CAE,CUB,12008
CAE,MMT,29458
CAE,OGB,58812
DMA,FHU,82073
DMA,TUS,7834
DMA,OLS,83422
DMA,AVW,41547
DMA,MZJ,56736
NPA,NSE,50195
NPA,BFM,78103
NPA,CEW,89880
NPA,PNS,18470
NPA,MOB,96303
NPA,VPS,77519
NPA,DSI,81525
NPA,GUF,34638
NPA,EGI,83204
PNS,NSE,32071
PNS,BFM,86214
PNS,CEW,72163
PNS,NPA,18470
PNS,VPS,63443
PNS,DSI,69118
PNS,GUF,50849
PNS,EGI,66600
RDR,GFK,16833
RDR,TVF,91312
HOU,IAH,38217
HOU,EFD,12372
HOU,GLS,58616
HOU,CXO,79715
HOU,DWH,53366
HOU,SGR,36627
HOU,IWS,42642
HOU,AAP,31129
HOU,LJN,62343
HOU,BBC,93903
BFK,DEN,19050
BFK,COS,99828
BFK,APA,16845
BFK,FNL,86367
BFK,BJC,38805
BFK,WBU,55256
BFK,GXY,82523
ORT,TKJ,65852
ORT,YXQ,81882
PAQ,FRN,47315
PAQ,MRI,58486
PAQ,EDF,54104
PAQ,ANC,67299
PAQ,TKA,96385
PAQ,WWA,24030
PIT,YNG,93501
PIT,MGW,98241
PIT,LBE,74207
PIT,AGC,29849
PIT,HLG,49719
